,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
1281,R011,R,3.024,Hero Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,Hero Park,15,11725886.2351,7190,1811,4401,980,645,714,1044,2405,3300,1648,67,646,5,1142,377,2375
1282,R012,R,0.918,White Neighborhood Park Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1761,White Neighborhood Park Playground,6,7376313.59019,5010,1016,2978,1014,658,480,887,2025,3500,238,6,825,2,291,145,1047
1283,R013,R,843.97,LaTourette Park & Golf Course,Flagship Park,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,804,LaTourette Park & Golf Course,27,45311082.0134,21109,4579,12258,4271,1445,1733,4646,7821,17205,412,35,2563,4,493,397,2271
1284,R015,R,5.278,Walker Park,Recreation Field/Courts,0.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,1729,Walker Park,7,5798063.93588,2989,799,1782,411,178,300,563,1043,1719,670,17,195,0,247,142,753
1285,R016,R,315.094,Great Kills Park (Hylan),Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,563,Great Kills Park (Hylan),17,27643672.0325,13856,2945,8246,2666,1164,1268,2718,5149,11881,328,21,857,3,499,267,1813
1286,R017,R,913.32,Freshkills Park,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,498,Freshkills Park,24,32282776.1809,16681,3773,9982,2930,1143,1291,3448,5880,13200,383,39,2119,3,605,334,2306
1287,R019,R,1.324,Veterans Neighborhood Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708,Veterans Neighborhood Park,14,11727628.4217,8536,2710,5073,751,870,738,777,2389,2824,2442,83,272,13,2443,454,4697
1288,R020,R,0.207,Egbert Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,Egbert Triangle,15,11647686.3954,6458,1623,3934,898,488,510,1206,2206,3832,974,32,525,12,785,298,1955
1289,R021,R,0.45,Forest Mall,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,Forest Mall,12,9412957.3644,6022,1443,3652,924,499,550,897,1946,3052,1207,49,464,3,946,300,1825
1290,R022,R,205.977,Silver Lake Park,Managed Sites,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1531,Silver Lake Park,21,22929686.3385,11670,2717,7154,1798,909,1111,2174,4193,6893,2005,72,887,9,1301,503,2854
1291,R025,R,2.21,Mahoney Playground,Neighborhood Park,4.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,872,Mahoney Playground,16,11428414.7623,11739,3261,7350,1129,1579,1164,1576,4319,3507,5479,84,513,7,1369,780,3826
1292,R026,R,3.333,Dugan Playground,Community Park,2.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,378,Dugan Playground,10,14006551.3223,8420,1778,4936,1708,854,902,1539,3298,6886,338,15,609,1,362,210,1315
1293,R027,R,91.086,Long Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,839,Long Pond Park,6,25631256.6362,4761,1227,3016,517,375,308,933,1617,4378,25,6,186,1,79,86,379
1294,R027A,R,0.912,Aesop Park,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,28,Aesop Park,4,7168067.42079,1943,490,1241,212,173,145,348,667,1800,6,1,76,1,30,29,140
1295,R028,R,1.777,Tappen Park,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626,Tappen Park,12,10701205.9683,8607,2546,5125,937,1123,737,683,2544,2891,3187,90,508,11,1496,423,3438
1296,R029,R,2.889,Westerleigh Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758,Westerleigh Park,15,15557138.2123,8357,1987,4919,1452,466,548,2012,3029,6938,246,18,536,5,348,263,1206
1297,R030,R,214.947,Willowbrook Park,Nature Area,0.0,6.0,0.0,5.0,0.0,1.0,1.0,0.0,1776,Willowbrook Park,25,28418815.7705,16943,3587,10290,3068,1092,1447,3572,6111,12605,459,29,2772,10,669,397,2440
1298,R031,R,302.693,Wolfe's Pond Park,Community Park,0.0,2.0,2.0,0.0,0.0,6.0,2.0,1.0,1784,Wolfe's Pond Park,8,24511338.6069,5979,1330,3671,979,293,453,1273,2015,5399,57,3,337,5,88,94,488
1299,R032,R,0.765,Maple Woods,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883,Maple Woods,13,9719120.76639,8314,2535,4891,891,1178,829,822,2829,2768,3623,40,784,6,782,307,2085
1300,R033,R,0.49,Levy Playground,Playground,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,813,Levy Playground,15,13101017.2495,9675,2954,5860,864,1000,878,959,2837,3600,2511,88,445,11,2507,514,5035
1301,R034,R,1.352,Austin J. McDonald Park,Recreation Field/Courts,3.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,81,Austin J. McDonald Park,15,12596134.4611,7593,2138,4461,992,823,575,1126,2523,4164,1512,38,465,1,1089,322,2388
1302,R035,R,2.335,De Matti Playground,Neighborhood Park,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,339,De Matti Playground,11,8946320.46046,6561,1713,4108,738,503,635,936,2076,3329,844,24,1312,3,811,237,2055
1303,R036,R,0.271,Mariners Harbor Playground,Neighborhood Park,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,897,Mariners Harbor Playground,8,6487864.95122,4524,1507,2673,343,489,367,467,1323,1192,2091,63,183,0,765,228,1847
1304,R037,R,0.408,Liotti Ikefugi Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,827,Liotti Ikefugi Playground,18,8891155.70453,8711,2618,5357,737,1075,809,922,2806,2807,3491,48,432,8,1418,502,3487
1305,R038,R,1.681,Midland Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,935,Midland Playground,8,10575445.5449,6641,1510,4154,979,517,514,1334,2366,5443,116,16,494,4,368,202,1227
1306,R038A,R,7.463,Midland Field,Jointly Operated Playground,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,934,Midland Field,9,14012742.1869,8177,1833,5089,1253,637,641,1659,2936,6714,152,16,628,6,413,245,1440
1307,R038B,R,5.765,Jhs Playground,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,746,Jhs Playground,12,12235395.7768,7120,1578,4409,1135,596,610,1378,2583,5922,135,18,532,8,296,212,1185
1308,R042,R,1.02,Kaltenmeier Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,771,Kaltenmeier Playground,10,9671239.10507,6670,1682,4067,920,592,677,1062,2333,4001,457,18,1266,4,687,237,1924
1309,R043,R,3.195,Lyons Pool,Buildings/Institutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858,Lyons Pool,9,4983523.47359,3539,798,2348,391,415,370,561,1345,1730,832,25,309,4,490,146,1353
1310,R045,R,7.395,Schmul Park,Neighborhood Park,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,1501,Schmul Park,2,5130825.60557,992,262,622,107,54,65,207,326,771,39,0,73,0,70,37,198
1311,R046,R,644.35,Franklin D. Roosevelt Boardwalk and Beach,Waterfront Facility,8.0,0.0,2.0,8.0,0.0,17.0,0.0,4.0,487,Franklin D. Roosevelt Boardwalk and Beach,13,22572346.9933,14970,3510,9379,2078,1215,1210,2769,5193,11480,511,40,1382,13,1080,465,2958
1312,R047,R,198.481,Willowbrook Parkway,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777,Willowbrook Parkway,29,47227000.1099,18641,4038,10678,3925,1023,1385,4224,6629,16341,165,39,1358,3,432,302,1937
1313,R048,R,16.93,Jones Woods Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757,Jones Woods Park,21,17698580.884,13532,3810,7959,1760,1543,1142,1584,4273,4899,4830,87,752,11,2191,766,4772
1314,R049,R,0.11,Bedford Green,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,Bedford Green,12,9804845.50161,10419,3520,5999,899,1502,1062,902,3468,2101,6019,95,440,9,1304,452,3163
1315,R050,R,0.39,Forest Grove,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,Forest Grove,4,6341984.1314,526,146,326,53,52,45,69,167,181,196,3,38,0,80,23,194
1316,R052,R,9.2,Allison Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Allison Pond Park,10,9963905.07338,3960,874,2289,794,345,312,875,1532,2515,708,13,297,1,269,154,748
1317,R053,R,2.288,Carlton Park (Foster),Neighborhood Park,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,210,Carlton Park (Foster),8,10414153.9647,4689,1098,2736,855,248,284,1088,1619,4373,18,1,186,1,56,52,361
1318,R059,R,13.938,Von Briesen Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719,Von Briesen Park,4,5508113.77217,3833,761,2242,830,555,344,676,1577,2700,184,5,614,1,213,115,801
1319,R061,R,4.096,Stapleton Playground,Jointly Operated Playground,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1588,Stapleton Playground,14,11545918.8777,10097,3093,5938,1064,1347,873,739,2962,2871,4227,99,588,8,1835,471,3947
1320,R062,R,0.892,Arrochar Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,69,Arrochar Playground,11,13717566.1422,8492,1940,5193,1363,661,763,1527,2951,6236,364,24,1031,4,597,239,1661
1321,R063,R,1.534,Old Town Playground,Jointly Operated Playground,6.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,1071,Old Town Playground,9,11282363.7584,5864,1314,3599,951,673,622,737,2032,4156,524,22,556,2,405,199,1159
1322,R064,R,1.145,Toad Hall Playground,Neighborhood Park,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1659,Toad Hall Playground,11,10441073.4018,5444,1158,2969,1317,615,491,791,1895,3368,729,26,904,0,234,183,848
1323,R065,R,350.983,Richmond Parkway,Parkway,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1440,Richmond Parkway,25,32450809.6772,10078,2240,5684,2153,826,762,1886,3475,7373,686,30,1421,2,298,270,1157
1324,R067,R,5.165,Gen. Douglas MacArthur Park,Community Park,4.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,526,Gen. Douglas MacArthur Park,13,12850559.3616,7242,1575,4511,1154,810,755,1291,2858,5376,572,29,610,2,419,234,1344
1325,R068,R,3.014,The Big Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1636,The Big Park,10,9548900.22819,5575,1851,3282,439,853,419,450,1720,1278,2778,47,346,1,844,279,2061
1326,R069,R,1.922,Terrace Playground,Jointly Operated Playground,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1634,Terrace Playground,10,10042691.881,4781,1140,2881,762,354,527,828,1708,3468,337,16,508,3,300,149,817
1327,R070,R,2.056,Clove's Tail,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,Clove's Tail,11,9627511.61334,3712,810,2148,755,263,378,785,1428,2877,164,14,433,0,124,100,443
1328,R071,R,1.065,Great Kills Park (Hillcrest),Jointly Operated Playground,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,562,Great Kills Park (Hillcrest),10,10355840.0756,4588,1013,2714,860,258,386,1087,1730,4301,24,5,100,2,77,80,408
1329,R072,R,3.593,Clawson Playground,Jointly Operated Playground,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,254,Clawson Playground,11,10945235.6213,4176,918,2413,844,251,352,908,1512,3745,45,12,213,0,93,69,444
1330,R073,R,3.466,Naples Playground,Jointly Operated Playground,4.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,976,Naples Playground,11,12256104.1444,5617,1160,3253,1201,467,498,1134,2102,4273,152,8,835,0,227,118,689
1331,R075A,R,13.469,Father Macris Park,Recreation Field/Courts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,444,Father Macris Park,8,9062516.93445,6480,1474,3901,1103,346,611,1274,2230,4747,362,7,764,8,391,200,1224
1332,R075B,R,6.563,Westwood Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759,Westwood Park,9,12829098.1992,7417,1681,4250,1487,405,490,1737,2634,5431,201,18,1322,9,239,199,810
1333,R075C,R,3.77,Ingram Woods,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711,Ingram Woods,11,12890189.7252,7084,1563,4101,1422,391,506,1593,2489,5109,305,30,1146,3,266,224,935
1334,R075D,R,4.647,Sports Park,Managed Sites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557,Sports Park,11,11255589.6174,5834,1234,3183,1417,635,523,866,2024,3651,743,28,973,0,247,192,892
1335,R075G,R,6.402,Bradys Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,153,Bradys Pond Park,15,12962728.4211,6451,1357,3907,1186,519,616,1231,2366,4589,272,15,1025,5,377,165,1211
1336,R076,R,2.836,Markham Playground,Jointly Operated Playground,2.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0,900,Markham Playground,15,14975380.4553,8147,2002,4928,1213,594,675,1550,2821,5160,1068,34,668,13,864,339,2234
1337,R077,R,0.089,St. George Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568,St. George Park,11,7279072.26897,6936,1390,4709,836,1005,822,1306,3133,2753,2551,37,574,2,598,418,1932
1338,R078,R,3.955,Northerleigh Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,Northerleigh Park,15,15554370.8918,8783,2181,5209,1392,541,646,1934,3119,6670,460,34,584,5,678,354,1865
1339,R079,R,104.545,Lemon Creek Park,Waterfront Facility,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,811,Lemon Creek Park,4,11906504.1234,3158,710,1977,472,115,209,745,1067,2902,31,3,134,5,39,43,247
1340,R080,R,0.3,Annadale Green,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Annadale Green,7,12024159.6885,4816,1129,2887,799,249,367,1105,1725,4341,15,8,312,3,54,82,383
1341,R085,R,1.124,E.M.T. Christopher J. Prescott Playground,Jointly Operated Playground,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,385,E.M.T. Christopher J. Prescott Playground,3,2990273.06386,703,156,441,105,32,53,148,234,624,6,0,46,1,12,12,63
1342,R086,R,0.949,Davis Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,335,Davis Playground,15,9777557.97475,10297,2908,6429,959,1384,1017,1353,3752,2970,4960,76,429,5,1168,687,3324
1343,R087,R,1.293,Dongan Playground,Jointly Operated Playground,4.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,359,Dongan Playground,8,11524969.2283,5267,1114,3314,838,422,557,931,1911,4343,100,14,523,3,161,122,680
1344,R088,R,94.1,High Rock Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,632,High Rock Park,11,13667023.124,3178,652,1756,772,182,226,706,1114,2877,21,9,113,0,98,58,352
1345,R089,R,3.23,Greencroft Playground,Jointly Operated Playground,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,567,Greencroft Playground,8,9356266.13947,5672,1163,3375,1135,386,504,1265,2157,5183,49,2,212,2,138,85,539
1346,R090,R,1.375,Lieutenant John H. Martinson Playground,Jointly Operated Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,817,Lieutenant John H. Martinson Playground,12,12773066.6199,4799,1109,2685,1008,249,349,1076,1676,4487,16,11,181,6,33,66,283
1347,R094,R,1.178,Park (Carlton),Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284,Park (Carlton),7,10650547.7268,4934,1107,2873,953,245,330,1156,1731,4603,23,0,196,1,63,50,374
1348,R095,R,0.735,Park (Richmond),Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288,Park (Richmond),9,9620026.64402,3951,836,2288,825,180,436,813,1430,3686,19,1,168,0,37,38,241
1349,R097,R,1.6,Ida Court,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,707,Ida Court,5,5467438.39084,1626,335,987,304,44,184,364,593,1487,7,5,83,2,15,27,114
1350,R098,R,5.848,Park (Heenan),Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287,Park (Heenan),11,16103332.7928,5128,1089,3053,988,200,528,1111,1839,4705,28,8,259,4,52,70,355
1351,R099,R,0.554,Park (Albee),Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283,Park (Albee),8,10577311.0013,3499,744,2088,666,112,409,747,1269,3225,17,7,164,3,30,51,226
1352,R101,R,3.464,Wegener Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747,Wegener Park,12,12672126.8546,7718,1662,4500,1555,504,629,1671,2805,6951,55,10,492,1,90,118,670
1353,R104,R,173.994,South Shore Country Club,Managed Sites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550,South Shore Country Club,7,3765944.19718,2927,626,1915,385,107,176,736,1019,2529,68,13,200,0,61,55,390
1354,R105,R,1.307,Prall Playground,Jointly Operated Playground,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1363,Prall Playground,17,11951312.5607,7172,2016,4275,879,695,564,1075,2334,3880,1347,35,487,1,1110,311,2431
1355,R106,R,138.1,Bloomingdale Park,Community Park,0.0,0.0,2.0,1.0,0.0,5.0,4.0,0.0,143,Bloomingdale Park,12,27355256.9086,12665,3283,7647,1736,577,831,2889,4301,11554,128,1,622,2,192,169,1109
1356,R109,R,10.5,CPL. Thompson Park,Community Park,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,308,CPL. Thompson Park,14,11368286.775,9022,3100,5104,817,1396,734,633,2763,2443,3921,74,515,1,1584,487,3736
1357,R110,R,3.259,Tottenville Pool,Buildings/Institutions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663,Tottenville Pool,6,13394857.8971,4340,1090,2743,508,266,347,901,1513,4022,27,4,153,0,67,66,334
1358,R111,R,1.37,Lt. Lia Playground,Playground,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,854,Lt. Lia Playground,15,10230586.0772,10486,2478,6877,1131,1454,1170,1687,4313,3772,4213,68,707,4,1071,649,3265
1359,R114,R,1.6,Jennifer's Playground,Neighborhood Park,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,739,Jennifer's Playground,8,5355457.05839,4285,1086,2680,518,356,373,683,1413,2180,833,17,653,1,406,194,1233
1360,R115,R,39.779,Deere Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,343,Deere Park,11,15486839.1444,4068,851,2286,929,239,241,875,1356,2719,163,20,944,0,125,98,389
1361,R116,R,83.3,Snug Harbor Cultural Center,Historic House Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1538,Snug Harbor Cultural Center,11,12977438.483,5826,1313,3179,1335,763,509,1034,2305,3295,1347,22,407,0,481,269,1356
1362,R117,R,15.524,Alice Austen Park,Historic House Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Alice Austen Park,8,7282505.53135,4931,1208,2937,785,531,500,795,1826,3036,353,9,862,4,490,179,1402
1363,R118,R,52.375,Reed's Basket Willow Swamp Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1431,Reed's Basket Willow Swamp Park,11,20334100.9801,4612,964,2553,1096,197,313,1084,1596,3762,56,7,617,0,95,76,318
1364,R121,R,22.882,Siedenburg Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1529,Siedenburg Park,13,17711353.181,9374,1920,5740,1715,628,756,2127,3512,8652,60,7,304,0,214,133,905
1365,R123,R,2.057,Skyline Playground,Playground,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1534,Skyline Playground,14,11360902.6727,8548,2537,4944,1064,1096,681,995,2772,2558,3778,59,356,5,1259,532,2964
1366,R124,R,16.505,Eibs Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,408,Eibs Pond Park,13,11153451.888,13079,3954,7833,1292,1758,1294,1346,4399,2695,6576,68,1863,8,1345,526,3468
1367,R125,R,1.115,Lopez Playground,Neighborhood Park,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,841,Lopez Playground,14,9318168.26186,10179,3245,5944,988,1539,1044,931,3515,2485,5346,56,893,8,1002,385,2627
1368,R126,R,1.43,Gaeta Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,Gaeta Park,7,9161226.91808,4841,997,2888,956,307,401,1134,1843,3898,98,9,573,2,140,120,599
1369,R127,R,0.85,Joseph Manna Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,Joseph Manna Park,2,5171278.32104,274,72,173,30,26,25,45,97,105,108,2,11,0,34,12,100
1370,R129,R,161.242,Blood Root Valley,Nature Area,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,142,Blood Root Valley,10,17961362.4311,3886,864,2008,1012,277,192,825,1294,2888,117,10,679,2,84,105,366
1371,R130,R,178.47,Saw Mill Creek Marsh,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1495,Saw Mill Creek Marsh,2,898257.333162,126,32,74,20,5,12,24,42,107,1,0,8,0,5,4,18
1372,R131,R,1.53,Huguenot Ponds Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664,Huguenot Ponds Park,8,9156318.05508,2314,513,1410,390,102,196,498,797,2097,15,2,134,1,27,37,176
1373,R132,R,36.691,Bunker Ponds Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,188,Bunker Ponds Park,3,11474169.4872,2282,491,1414,377,98,181,482,761,2066,15,2,141,2,27,30,154
1374,R133,R,2.65,Arbutus Woods Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Arbutus Woods Park,5,5568811.47188,1227,277,761,188,48,96,266,412,1108,7,0,74,1,17,18,96
1375,R135,R,110.96,Crescent Beach Park,Nature Area,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,310,Crescent Beach Park,14,17675750.7443,8039,1758,4740,1541,488,532,1906,2925,7450,34,17,316,6,115,99,628
1376,R136,R,9.763,Hybrid Oak Woods Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,672,Hybrid Oak Woods Park,4,6675687.1191,1896,465,1217,213,142,166,360,667,1755,7,0,73,0,28,30,145
1377,R137,R,16.944,Bayview Terrace Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,Bayview Terrace Park,6,6577511.4287,2145,472,1266,407,112,130,497,740,1965,4,2,135,0,9,31,132
1378,R137A,R,0.252,Garden 1,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,Garden 1,6,6640499.70938,2193,483,1293,418,118,131,505,756,2008,4,2,136,0,10,30,136
1379,R138,R,4.22,Kingdom Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780,Kingdom Pond Park,3,8745459.43866,1826,403,1134,288,77,142,390,609,1648,13,1,113,1,25,25,136
1380,R139,R,9.181,Tottenville Shore Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,Tottenville Shore Park,5,7104737.21432,3252,830,1991,432,173,336,598,1109,2922,31,12,79,2,146,61,450
1381,R140,R,23.01,King Fisher Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,779,King Fisher Park,9,13419803.3072,7772,1759,4683,1331,404,682,1611,2696,7140,49,5,332,1,150,93,774
1382,R141,R,9.187,Graniteville Swamp Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,557,Graniteville Swamp Park,8,6828109.80674,989,248,627,116,77,94,160,335,456,265,6,109,0,110,40,308
1383,R142,R,107.2,Mariners Marsh Park,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898,Mariners Marsh Park,4,3896854.27784,2469,879,1434,159,529,137,202,866,419,1628,14,37,1,248,120,712
1384,R143,R,210.928,Staten Island Industrial Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1593,Staten Island Industrial Park,9,10363743.6403,5152,1120,3004,1026,295,446,1089,1829,4197,119,13,527,2,194,98,744
1385,R144,R,1.137,Sobel Court Park,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1539,Sobel Court Park,11,10724966.1628,11107,3629,6458,1018,1593,1131,1005,3729,2511,6102,81,735,8,1221,450,3044
1386,R145,R,20.907,Seaside Wildlife Nature Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505,Seaside Wildlife Nature Park,7,6673606.67077,3612,791,2199,624,192,284,878,1354,3327,22,5,131,2,74,54,355
1387,R148,R,3.903,Last Chance Pond Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,801,Last Chance Pond Park,13,12341563.3196,6877,1511,4276,1092,762,727,1199,2691,5162,493,25,620,3,353,219,1224
1388,R149,R,136.568,Ocean Breeze Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1064,Ocean Breeze Park,13,20545348.8032,10127,2171,6368,1590,957,1045,1441,3445,7872,538,27,864,5,554,273,1672
1389,R150,R,4.465,Graniteville Quarry Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556,Graniteville Quarry Park,13,12375030.4788,8610,2363,5297,951,757,671,1236,2666,3515,1918,52,1221,9,1448,445,3518
1390,R152,R,1.25,Carlton Park (Crown),Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,Carlton Park (Crown),9,10263940.1831,5413,1211,3281,917,268,340,1344,1953,4906,68,4,295,0,55,82,508
1391,R153,R,42.6,Fairview Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,436,Fairview Park,5,11953334.8292,2328,581,1503,243,74,176,467,716,1886,190,2,140,0,79,33,275
1392,R158,R,0.845,Fort Hill Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,Fort Hill Park,18,10930186.5292,11022,3073,6950,998,1394,1099,1388,3885,3681,4535,65,612,8,1473,645,3980
1393,R159,R,44.733,Old Place Creek Park,Nature Area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070,Old Place Creek Park,2,1018865.6264,54,14,34,6,5,5,9,19,22,21,0,2,0,7,2,19
